id,autahunor,guid,description,Text Cleaning,Sentiment
849,@nonamenobad3216,UgxzYyaSOdFYTnWbesd4AaABAg,Rakyat pengen nya ci cabut itu undang2 bukan di bawa ke MK..percuma di bawa ke MK gk bakalan berhasil kalo msh satu kubangan.,Rakyat pengen nya ci cabut itu undang2 bukan di bawa ke mkpercuma di bawa ke mk gk bakalan berhasil kalo msh satu kubangan,netral
850,@marufefendi1986,Ugz_rqSy0_MK6KUGNjR4AaABAg,Hhhh mk lagi mau diuji materi udah kebaca hasilnya....omdo,Hhhh mk lagi mau diuji materi udah kebaca hasilnyaomdo,netral
851,@bangjaya5204,UgxGQShlFFnrOf4zGER4AaABAg,Klu MK y pro ma pmrintah y podo wae rkyat ora iso mnang,Klu mk y pro ma pmrintah y podo wae rkyat ora iso mnang,netral
852,@dhanval6843,UgxI3KaTYTkcZjKSWtB4AaABAg,Pak de ga sadar2...ga takut mati berdiri pak de??...disumpahin para buruh semua??,Pak de ga sadar2ga takut mati berdiri pak dedisumpahin para buruh semua,netral
853,@shrssnt6796,UgzQG22dN6fuF96kwWl4AaABAg,MK???,Mk,netral
854,@pagii7739,UgzQG22dN6fuF96kwWl4AaABAg.9EaJ3S_u8ht9EaLshe-heU,Mata kuliah,Mata kuliah,netral
855,@nanonime4022,UgwRdickcneg3LgTglV4AaABAg,"Pak pak Rakyat mu tidak bodoh rakyat mu bukan boneka , MK hanyalah sebuah nama Begitupun DPR hanya sebuah nama yg inti didalamnya tidak sesuai dengan namanya !!!!",Pak pak rakyat mu tidak bodoh rakyat mu bukan boneka mk hanyalah sebuah nama begitupun dpr hanya sebuah nama yg inti didalamnya tidak sesuai dengan namanya,negatif
856,@vavhitink8691,UgwRdickcneg3LgTglV4AaABAg.9EaJ1dLX4HW9EaVyDcH61L,Setuju mnding rakyat aja yg mengadili kwkwkw,Setuju mnding rakyat aja yg mengadili kwkwkw,positif
857,@accurate1003,UgyvWRdg2gjd619ARCd4AaABAg,"ogah gugat, orang2 nya situ juga",Ogah gugat orang2 nya situ juga,
858,@mrsubaidi7054,UgzAjZipyS_uXyV6gSx4AaABAg,kalau lu Ngotot silahkan besok keluar dr istana rakyat sudah tau siapa MK (maling kesiangan),kalau lu ngotot silahkan besok keluar dr istana rakyat sudah tau siapa mk maling kesiangan,negatif
859,@ekynoverdaprins1761,UgzkIULG9NO1wCWpR-J4AaABAg,ayo pak ke MK,Ayo pak ke mk,positif
860,@qwiedhaniarardhan440,UgyXF1msTrPJkkxD1cN4AaABAg,"Pak ,,,anda mau apakan negara ini?? Mungkin saya bukan siapa2 .. Saya hanya buruh wanita yang merasakan bagaimana kejinya perussahaan yg menerapkan peraturan tanpa melihat seperti apa dampak kdpannya untuk kryawannya,,, mementingkan keuntungan dan akan hancur dlm hitungan detik... Miris sekali dengan ego tanpa solusi yg bisa mngsejahterakan buruh ...ini bukan penyederhanaan Undang2 pak tp ini pembunuhan... Ya pembunuhan yang anda terapkan jangka panjang ... Ingat pak, anda bukan diri anda sendiri saat ini...","Pak ,,,anda mau apakan negara ini?? Mungkin saya bukan siapa2 .. Saya hanya buruh wanita yang merasakan bagaimana kejinya perussahaan yg menerapkan peraturan tanpa melihat seperti apa dampak kdpannya untuk kryawannya,,, mementingkan keuntungan dan akan hancur dlm hitungan detik... Miris sekali dengan ego tanpa solusi yg bisa mngsejahterakan buruh ...ini bukan penyederhanaan Undang2 pak tp ini pembunuhan... Ya pembunuhan yang anda terapkan jangka panjang ... Ingat pak, anda bukan diri anda sendiri saat ini...",netral
861,@Pangandaran_GN_Tour,UgySBaT9Fko8jKT9Qpt4AaABAg,Nyimak saja sebagai Raja Minyak Mah ðŸ˜ŽðŸ˜ŽðŸ˜†,Nyimak saja sebagai raja minyak mah,netral
862,@brylianabdurrahman3606,UgxJqO5Kbuf7xY-33H94AaABAg,"Mbok paham kondisi psikologi rakyat to jok, gak cuma rakyat tertentu yg anda bela. Rakyat skrg ini krisis kepercayaan terhadap semua institusi negara, rakyat berharap anda itu terbitkan perppu untuk membatalkan uuck.",Mbok paham kondisi psikologi rakyat to jok gak cuma rakyat tertentu yg anda bela rakyat skrg ini krisis kepercayaa,netral
863,@anandazico9985,UgxM2dUzArMY0MXR6J54AaABAg,Semua berawal dari gorong2,Semua berawal dari gorong2,netral
864,@Pangandaran_GN_Tour,UgxwntkP57_lt-rDb294AaABAg,Jadi corona di mna pak? Yg demo ribuan orang tapi gk ada yg positif ðŸ™„ðŸ™„,Jadi corona di mna pak yg demo ribuan orang tapi gk ada yg positif,netral
865,@Widya64,UgxwntkP57_lt-rDb294AaABAg.9EaIsvwypNu9Ec725_l1yj,ðŸ˜€ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,,netral
866,@boringman6491,UgxwntkP57_lt-rDb294AaABAg.9EaIsvwypNu9Fn3GVvAfbI,Mek sen,Mek sen,netral
867,@goes3351,UgwkbULf8UqEqZm0p314AaABAg,"Dikit""MK.....diki""MK.....Kan pemerintah sumber kekacauan enak aja lepas tangan",Dikitmkdikimkkan pemerintah sumber kekacauan enak aja lepas tangan,netral
868,@ariari2454,UgwkbULf8UqEqZm0p314AaABAg.9EaIsCOavph9EaQN-awdke,"Ini negara hukum semua ada prosedurnya bocah..... Demo grudak gruduk ngalor ngidul gak jelas.. Baca draft UU nya aja kagak, baca hoax iya.... Kopler rr",Ini negara hukum semua ada prosedurnya bocah demo grudak gruduk ngalor ngidul gak jelas baca draft uu nya aja kagak baca hoax iya kopler rr,netral
869,@goes3351,UgwkbULf8UqEqZm0p314AaABAg.9EaIsCOavph9EaR-o9Ll0X,"@@ariari2454 kenapa dilakukan demo krn pejabat sekarang byk yg tuli buta ,hukum bs dibeli diatur percm teriak""soal hukum jgn munafik loe",Ariari2454 kenapa dilakukan demo krn pejabat sekarang byk yg tuli buta hukum bs dibeli diatur percm teriaksoal hukum jgn munafik loe,netral
870,@ariari2454,UgwkbULf8UqEqZm0p314AaABAg.9EaIsCOavph9EaRdboMW7O,@@goes3351 eh bocahhh.. Ini negara hukum.. Bukan negara mbahmu.... Semua ada aturan nya...km sudah baca blm draft UU cipta kerja????,Goes3351 eh bocahhh ini negara hukum bukan negara mbahmu semua ada aturan nyakm sudah baca blm draft uu cipta kerja,negatif
871,@vavhitink8691,UgwkbULf8UqEqZm0p314AaABAg.9EaIsCOavph9EaW2kx52PZ,@@ariari2454 KEKUASAAN TERTINGGI DI NEGERI INI BERADA DI TANGAN RAKYAT!!!,Ariari2454 kekuasaan tertinggi di negeri ini berada di tangan rakyat,negatif
872,@ariari2454,UgwkbULf8UqEqZm0p314AaABAg.9EaIsCOavph9EaWUj47gG_,@@vavhitink8691 bocahhh bocahhhh.. Trus kalau kamu demo walaupun km gak paham yg didemo kan... Trus musti diturutin gt..... Km paham gak draft UU cipta kerja???? Km sudah baca blm??? Sebutkan pasal 2x yg merugikan buruh.. Jawab... Saya tidak menerima pasal ho,,negatif
873,@dayatjio0131,UgzHucaMbXb4Un3OibJ4AaABAg,Kompas tv nya banteng,Kompas tv nya banteng,netral
874,@wahyuhasibuan8289,UgzgxRpzWdKTpHUGERR4AaABAg,Nunggu terulangnya tahun 98,Nunggu terulangnya tahun 98,netral
875,@snoWraitahun,UgxxWaqdMmqILcImLWx4AaABAg,pemimpin yang bijak. saat rakyat membutuhkan malah kabur. wakilnya hilang entah kemana,Pemimpin yang bijak saat rakyat membutuhkan malah kabur wakilnya hilang entah kemana,negatif
876,@fresh5261,UgxxWaqdMmqILcImLWx4AaABAg.9EaInjqNvzJ9EaK1YSqS8X,o iya simbah kemana yak?,O iya simbah kemana yak,negatif
877,@agusriyanto1164,UgxxWaqdMmqILcImLWx4AaABAg.9EaInjqNvzJ9EaLjyl8wYF,Lagi jahit sarung nya si embahðŸ˜‚ðŸ˜‚ðŸ˜‚,Lagi jahit sarung nya si embah,negatif
878,@santosoraharjo1007,UgxxWaqdMmqILcImLWx4AaABAg.9EaInjqNvzJ9EaPdQFzX_p,Ngumpet ðŸ˜€,Ngumpet,negatif
879,@jayadiali2123,UgzGHXZK6nnGSbBiQu14AaABAg,Mk adalah akal akalan rezim,Mk adalah akal akalan rezim,negatif
880,@andri1022,Ugx7eIEN9_w26V7-ICV4AaABAg,Buang2 waktu rakyat aja....menyedihkan...,Buang2 waktu rakyat ajamenyedihkan,negatif
881,@dayatjio0131,Ugxa-r1DW2KBvtv20UF4AaABAg,"Gugat jg percuma,MK jg anu anu",Gugat jg percumamk jg anu anu,negatif
882,@supriadi1336,UgzStdueBc-6kMf3S_t4AaABAg,lebih baik lengser aja pak Dengan hormat kami rakyat mu akan sangat berterimakasih,Lebih baik lengser aja pak dengan hormat kami rakyat mu akan sangat berterimakasih,negatif
883,@snailsempire1426,Ugy2uJsK3AbUKQ1QyWR4AaABAg,Jangan bilang yg pd gak.setuju bungung mau gugat apaðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,Jangan bilang yg pd gaksetuju bungung mau gugat apa,negatif
884,@sintawidiana9032,UgyWLI2jWKEMe6yWI094AaABAg,Kumaha didinya welah,Kumaha didinya welah,netral
885,@miv7298,UgyG5YrCURJiqZXfI554AaABAg,Kalah bang komeng lucunya.,Kalah bang komeng lucunya,netral
886,@alihanafiah5198,Ugxfzb0srJ7imuNfW_V4AaABAg,mk itu dah ngak ada yg bisa dipercaya.... jd kl menggugat ke mk sama sj bunuh diri... tidak ada hslnya sama sekali,Mk itu dah ngak ada yg bisa dipercaya jd kl menggugat ke mk sama sj bunuh diri tidak ada hslnya sama sekali,negatif
887,@rahdanimuhammad,UgwLzUZunDj9HDxpqrx4AaABAg,Omong kosong!,Omong kosong,negatif
888,@yusufbachroni5105,UgxXAKyQbPag5RrsvuR4AaABAg,Tumben gak di tinggal lagi ðŸ˜,Tumben gak di tinggal lagi,negatif
889,@Anamkhoerul46,Ugwjlfeg3O5BRF7i65V4AaABAg,TETAP TOLAK ....!!,Tetap tolak,negatif
890,@jamaludindipa3534,UgygBW3UnZSjVDgFoQJ4AaABAg,Cumn dislike aja,Cumn dislike aja,negatif
891,@aliwafaaliwafa7985,UgzKzdIWNFOxes0Yybt4AaABAg,Ke MK..???,Ke mk,negatif
892,@Ice-uw6oz,Ugzrh5EPuWnAT-EmtkF4AaABAg,"Temuin lah perwakilan serikat buruh dan bem, jangan macam orang ketakutan gitu, dari kemaren cuma berani ngomong di kamera. Emang kamera bisa ngomong?",Temuin lah perwakilan serikat buruh dan bem jangan macam orang ketakutan gitu dari kemaren cuma berani ngomong di kamera emang kamera bisa ngomong,negatif
893,@JamesBond-gn3ry,Ugzrh5EPuWnAT-EmtkF4AaABAg.9EaIWEuurvR9EaNn63E_cs,Udah di panggil Ketua serikat buruh bro,Udah di panggil ketua serikat buruh bro,negatif
894,@OpenMtv,Ugzrh5EPuWnAT-EmtkF4AaABAg.9EaIWEuurvR9EaR5ga1ygt,@@JamesBond-gn3ry itu sebelmum pengesahan,Jamesbondgn3ry itu sebelmum pengesahan,negatif
895,@kaitokidz9993,Ugzrh5EPuWnAT-EmtkF4AaABAg.9EaIWEuurvR9EaSogAG0z0,"Mungkin sedang buat film,..pakai green screen",Mungkin sedang buat filmpakai green screen,negatif
896,@vavhitink8691,Ugzrh5EPuWnAT-EmtkF4AaABAg.9EaIWEuurvR9EaVIedlDTy,"Kata dia ""bukan urusan saya"" ðŸ˜‚",Kata dia bukan urusan saya,negatif
897,@xx_naufalhanif1105,Ugzrh5EPuWnAT-EmtkF4AaABAg.9EaIWEuurvR9EaWfVhrXI6,Indonesia luas bro. Demo tidak hanya terpusat pada satu kota saja. Internet bisa di sebar luaskan. Bahkan sampai ke pelosok negeri.,Indonesia luas bro demo tidak hanya terpusat pada satu kota saja internet bisa di sebar luaskan bahkan sampai ke pelosok negeri,negatif
898,@jaim6641,UgwgVWqN14BzqYo4g614AaABAg,Gk bakal menang lah ..,Gk bakal menang lah,negatif
899,@iwansamosir9762,UgxuBLaX-TfafZ70JTp4AaABAg,Sy rakyat indonesia cinta indonesia menolak tegas undang2 cipta kerja....di uji ke MK ujung2x tumpul ...krn hukum kita tajam kebawah / tumpul ke atas...,Sy rakyat indonesia cinta indonesia menolak tegas undang2 cipta kerjadi uji ke mk ujung2x tumpul krn hukum kita tajam kebawah tumpul ke atas,negatif
900,@KokBisa,Ugwi3pAv1oIfwQj1vcN4AaABAg.9F76xstD0Nn9F77VT7y3R0,"Guys, udah dua minggu berlalu dari segala kericuhan soal peresmian dan penolakan UU Cipta Kerja. Sekarang, gimana pandangan kalian soal Omnibus Law ini? Apakah ada yang tadinya setuju, tapi sekarang menolak? Atau ada yang tadinya menolak, tapi jadi setuju? Ayo diskusi!",Guy udah minggu kericuhan peresmian penolakan uu cipta kerja gimana pandangan omnibus law setuju menolak menolak setuju ayo diskusi,netral
901,@MeowCraft,Ugwi3pAv1oIfwQj1vcN4AaABAg.9F76xstD0Nn9F77Wd2Erbg,Tes,Tes,netral
902,@niswairwan2164,Ugwi3pAv1oIfwQj1vcN4AaABAg.9F76xstD0Nn9F77ZvBCNDj,Gw tim nolak anjim.,Gw tim nolak anjim,negatif
903,@DifferentPeople.,Ugwi3pAv1oIfwQj1vcN4AaABAg.9F76xstD0Nn9F77_2Rv5pc,Eumm gimana ya,Eumm gimana ya,netral
904,@xenomorphkokonosoko1556,Ugwi3pAv1oIfwQj1vcN4AaABAg.9F76xstD0Nn9F77_lW5h7_,"Apa persamaan antara Korea Utara dan Timor Leste? Mereka sama-sama merupakan negara berhaluan komunis. Saya percaya ada beberapa orang Timor Leste yang tidak akan terima ketika mereka membaca tulisan saya. Komunisme di Timor Leste bersifat terselubung sedangkan di Korea Utara terlihat sangat mencolok. Lambang palu dan arit jarang ditemui di Timor Leste. Timor Leste memiliki sistem multi partai sedangkan Korea Utara hanya memiliki satu partai yakni Partai Pekerja Korea. Jika Timor Leste menerapkan sistem partai tunggal, Timor Leste akan dicap sebagai negara yang tidak demokratis dan akan kehilangan dukungan dari negara-negara Barat yang menyokongnya, salah satunya Australia. Bagaimana saya bisa menyatakan Timor Leste sebagai negara komunis? Saat terjadi konflik di Timor Timur pada dekade 70an, UDT mengadakanÂ Movimento Anti CommunistaÂ atau ""Gerakan Anti Komunis"". Yang dimaksud komunis oleh UDT tidak lain adalah kelompok FRETILIN. Kemudian almarhum Mayor Alfredo Reinado ketika diwawancarai oleh Andy F. Noya, ia menyatakan dengan tegas bahwa Xanana Gusmao dan Jose Ramos Horta adalah penganut paham komunis.Â ""Anda menyebut komunis?""Â tanya Andy F. Noya. Dengan tegas Mayor Alfredo Reinado mengatakan :Â ""Ya, mereka penganut komunis.""Â (Silakan tonton :Â https://www.youtube.com/watch?v=7sC98zN1U3Q) Saya sendiri sudah sering berdebat dengan banyakÂ netizenÂ asal Timor Leste. Argumen mereka semua kurang lebih hampir sama, mulai dari banyak orang Indonesia yang menjadi pengemis dan tinggal di kolong jembatan, usia negara Timor Leste yang masih muda sehingga wajar jika masih menjadi negara miskin, orang-orang Indonesia banyak yang bekerja di Timor Leste, dan seterusnya dan diulangi secara terus-menerus. Saya melihat seperti ada indoktrinasi secara sistematis yang dilakukan pemerintah Timor Leste terhadap rakyatnya. Orang-orang Timor Leste sering membanggakan daerah perbatasan mereka yang telah dialiri listrik 24 jam. Hal ini hampir sama dengan orang-orang Korea Utara yang membanggakan senjata nuklir mereka. Saya akui mereka bagian luarnya tampak terlihat bagus tetapi tidak untuk bagian dalamnya. Di dalam kedua negara tersebut, kita dapat melihat rakyat mereka yang serba kekurangan. Jika dibandingkan dengan Indonesia, Indonesia tampak dalamnya sudah baik tetapi tampak luarnya masih kurang. Kalau saya bikin analogi, Timor Leste adalah Korea Utara sedangkan Timor Barat adalah Korea Selatan. Perbatasan Timor Leste terlihat lebih maju dengan adanya listrik 24 jam tetapi di dalamnya terdapat banyak kekurangan akan kebutuhan pokok, perbatasan Timor Barat terlihat lebih buruk tetapi di dalamnya terdapat kecukupan akan kebutuhan pokok. Apalah artinya ada listrik 24 jam tetapi warganya tidak bisa beli sapi bahkan sampai nekat mencuri sapi dari warga Timor Barat? (Baca lebih lanjut :Â http://www.merdeka.com/peristiwa/tertangkap-colong-sapi-di-wilayah-ri-warga-timor-leste-dihajar.html",Persamaan korea utara timor leste samasama negara berhaluan komunis percaya orang timor leste terima membaca tulisan komunisme timor leste bersifat terselubung korea utara mencolok lambang palu arit jarang ditemui timor leste timor leste memiliki sistem multi partai korea utara memiliki partai partai pekerja korea timor leste menerapkan sistem partai tunggal timor leste dicap negara demokratis kehilangan dukungan negaranegara barat menyokongnya salah satunya australia timor leste negara komunis konflik timor timur dekade an udt mengadakan movimento anti communista gerakan anti komunis komunis udt kelompok fretilin almarhum mayor alfredo reinado diwawancarai andy f noya xanana gusmao jose ramos horta penganut paham komunis menyebut komunis andy f noya mayor alfredo reinado ya penganut komunis silakan tonton httpswwwyoutubecomwatchvscznuq berdebat netizen timor leste argumen orang indonesia pengemis tinggal kolong jembatan usia negara timor leste muda wajar negara miskin orangorang indonesia timor leste diulangi terusmenerus indoktrinasi sistematis pemerintah timor leste rakyatnya orangorang timor leste membanggakan daerah perbatasan dialiri listrik jam orangorang korea utara membanggakan senjata nuklir akui luarnya bagus dalamnya negara rakyat serba kekurangan dibandingkan indonesia indonesia dalamnya luarnya bikin analogi timor leste korea utara timor barat korea selatan perbatasan timor leste maju listrik jam dalamnya kekurangan kebutuhan pokok perbatasan timor barat buruk dalamnya kecukupan kebutuhan pokok apalah listrik jam warganya beli sapi nekat mencuri sapi warga timor barat baca httpwwwmerdekacomperistiwatertangkapcolongsapidiwilayahriwargatimorlestedihajarhtml,netral
905,@nain7893,UgxwWNZVUwn_prxd-hx4AaABAg,Kok bisa adalah channel belajar bagus,Channel belajar bagus,positif
906,@user-eg6mj9td5t,UgxFiJ15xQ9mPhF9rQN4AaABAg,telek..... ngurus PBG ruwet,Telek ngurus pbg ruwet,negatif
907,@BangyonoPlonthank,UgxKw1a0BCUAy4iJB0R4AaABAg,Pengen maju pejabat jangan korup udah maju bangsa ini,Pengen maju pejabat korup udah maju bangsa,negatif
908,@ikkikun02,UgwUmgMs2KCVAK-3ROh4AaABAg,Tapi omnibuslaw banyak disalahgunakan.,Omnibuslaw disalahgunakan,negatif
909,@gueaja817,UgykroiO-_VjVhSzUJJ4AaABAg,"Yang aku tahu sih, di dalam undang-undang tsb ada pasal2 yg membuat karyawan kontrak tidak bisa diangkat sbg karyawan tetap. Padahal dlm peraturan ketenagakerjaan, seharusnya setelah 2 tahun setelah menjalani masa kerja pihak perusahaan mau gak mau harus mengangkat sbg karyawan tetap.Dan setelah 2 th masa kerja, maka akan dilimpahkan ke PT/perusahaan lain guna menghindari pengangkatan sbg pegawai/ karyawan tetap.",Sih undangundang tsb pasal yg karyawan kontrak diangkat sbg karyawan dlm peraturan ketenagakerjaan menjalani kerja perusahaan gak mengangkat sbg karyawan tetapdan th kerja dilimpahkan ptperusahaan menghindari pengangkatan sbg pegawai karyawan,positif
910,@apriliantoakbar4653,UgyNd4mgernl6h13Xsp4AaABAg,Korupsi dihukum MATI saja Karena Korupsi PENGHIANAT NEGARAðŸŽ‰ðŸŽ‰,Korupsi dihukum mati korupsi penghianat negara,positif
911,@muhammadabdulmanap494,Ugwq7f2Zmf3sKdEokzx4AaABAg,#Bubarkan Omni Bus Law Cipta Kerja. #Bubarkan Omnibuslaw Cipta Kerja #Bubatkan Omni Buslaw Cipta Kerja. #Tidsk Detuju #Tidsk Setuju #Tidak Setuju #Hapus RUU Omnibuslae Cipta Kerja. #Gagalkan Ruu Omnibuslaw Cipta Kerja.. #Buruh Bers atu Tak Bisa Di Kalahkan. #Ayo Kawan _Kawan Buruh,Bubarkan omni bus law cipta kerja bubarkan omnibuslaw cipta kerja bubatkan omni buslaw cipta kerja tidsk detuju tidsk setuju setuju hapus ruu omnibuslae cipta kerja gagalkan ruu omnibuslaw cipta kerja buruh bers atu kalahkan ayo kawan _kawan buruh,negatif
912,@rizkiawardani5532,UgxvA2F3pvigCMeWgPV4AaABAg,Baru sekerang cari tau apa itu omnibuslow.. Dan sekarang lagi kejadia ðŸ˜¢,Sekerang cari tau omnibuslow kejadia,netral
913,@rizkiawardani5532,UgwTzB53qvaQNJMCAuB4AaABAg,Baru sekerang cari tau apa itu omnibuslow.. Dan sekarang lagi kejadia ðŸ˜¢,Sekerang cari tau omnibuslow kejadia,netral
914,@MataReview,UgzLAvabbGKKKRc_ySN4AaABAg,"tolak who pandemic treaty #StopPerbudakanModern https://youtu.be/ErZiaJhE3x0?si=X9VJ8RV-BsrIu1p5 Ayo kita bangkit buat melawan mereka yg mau mengontrol tubuh kita dan memaksa kita untuk suntik vaksin, jika tidak mau akan di denda milyaran rupiah",Tolak who pandemic treaty stopperbudakanmodern httpsyoutubeerziajhexsixvjrvbsriup ayo bangkit melawan yg mengontrol tubuh memaksa suntik vaksin denda milyaran rupiah,positif
915,@moodnotess_100,Ugxc6g2DD_iJt1f8Xv94AaABAg,Makan siang geratis ðŸ˜‚,Makan siang geratis,positif
916,@djordanfirmando1787,UgzPWhMh2H7eFMch20F4AaABAg,Maju terus OMNIMBUS LAW Kasihan adek adek kita yg belum kerja masak kerja tetap gaji gedhe ya gantian dong kerja kontrak kwkwk,Maju omnimbus law kasihan adek adek yg kerja masak kerja gaji gedhe ya gantian kerja kontrak kwkwk,positif
917,@ahmadimannudin2383,UgyWrL95s7RQCh_oaYR4AaABAg,"75% pajak hiburan min, inul yg promosi, inul yg protes marahÂ² sendiriðŸ˜‚",Pajak hiburan min inul yg promosi inul yg protes marahÂ²,netral
918,@ssf849,UgygSt8ktFNaXHSShDl4AaABAg,Maka nya 2024 indonesia butuh perubahan,Nya indonesia butuh perubahan,positif
919,@rpropertychanel3760,UgzZRtk_9T813EL_l0V4AaABAg,"Solusinya adalah tolak undang-undang ciptakerja, karena kalau hanya investasi jor joran bikin pembangunan pada akhirnya pemilik modal ini trs mengkapitalisasi dan semakin kaya, punya pabrik, bank, bikin bisnis macem-macem.. dan mereka menduduki kekuasaan rakyatnya menikmati kemiskinan.. sama aja 5% orang kaya menguasai 95% hajat hidup masyarakat Indonesia",Solusinya tolak undangundang ciptakerja investasi jor joran bikin pembangunan pemilik modal trs mengkapitalisasi kaya pabrik bank bikin bisnis macemmacem menduduki kekuasaan rakyatnya menikmati kemiskinan aja orang kaya menguasai hajat hidup masyarakat indonesia,negatif
920,@fransiskusadi8702,UgweMxXh0lXJ1twcOlV4AaABAg,"Jadi, gimana sekarang, para pekerja kontrak seumur hidup? Sudah terasa kah dampak undang-undang ini?",Gimana pekerja kontrak seumur hidup kah dampak undangundang,netral
921,@susigaming,Ugzcz1PrquczPSthZ4R4AaABAg,Ga usah mikirin atau mimpi maju..kalau negara aja g bisa mencerdaskan kehidupan bangsa... Mikirin investor duit banyak tapi habis entah kemana...yg ada malah investor cabut lah karena indo masih bnyk korupsi ngeri bgt sumpah KLO ... g mikir apa anak cucu kita nanti...lu bayangkan aja anak lu yg saat ini masih bayi bakal kena dampak yg blm jelas arahnya ke baik atau buruk.,Ga mikirin mimpi majukalau negara aja g mencerdaskan kehidupan bangsa mikirin investor duit habis kemanayg investor cabut indo bnyk korupsi ngeri bgt sumpah klo g mikir anak cucu nantilu bayangkan aja anak lu yg bayi kena dampak yg blm arahnya buruk,negatif
922,@user-xx9cl5oj7t,Ugzcz1PrquczPSthZ4R4AaABAg.9vNKBTzuHrqA-Dt_ED0PQv,"Gmna sekarang kabarnya OMNIBUS law ðŸ˜…ðŸ˜…ðŸ˜… investor asing sudah banyak menjajah Indonesia?!... Saya gak mau pindah"" perusahaan lagi, cukup di zona aman saja, kalau pindah belum tentu saya bisa jadi karyawan tetap ðŸ˜‚",Gmna kabarnya omnibus law investor asing menjajah indonesia gak pindah perusahaan zona aman pindah karyawan,negatif
923,@djordanfirmando1787,Ugzcz1PrquczPSthZ4R4AaABAg.9vNKBTzuHrqA2O_4B3gs0_,Kapok enak aja kerja terus kasihan yg belum kerja lah Bagus ada Omnimbus law kerja kontrak,Kapok enak aja kerja kasihan yg kerja bagus omnimbus law kerja kontrak,positif
924,@iwanharleris3896,UgwXyKj23YD0Bbm-yN14AaABAg,Sama bos saya masih di perusahaan motor tidak ada tuh namanya omnibus sampah perusahaan motor ga pernah daftar regulasi omjin dan jun ke dinas Tenaga kerja alhamdulillah masih bertahan dengan gaji umr,Bos perusahaan motor tuh namanya omnibus sampah perusahaan motor ga daftar regulasi omjin jun dinas tenaga kerja alhamdulillah bertahan gaji umr,negatif
